player_id,player_name,GP,PTS,REB,AST,STL,BLK,TOV,FG_PCT,FG3_PCT,FT_PCT,MIN
2544,LeBron James,1622,26.8,7.5,7.4,1.5,0.7,3.5,0.507,0.348,0.737,37.6
201939,Stephen Curry,1069,24.8,4.7,6.3,1.5,0.3,3.1,0.471,0.422,0.912,34.0
203932,Aaron Gordon,756,13.7,6.2,2.7,0.7,0.6,1.5,0.485,0.335,0.698,29.2
1628988,Aaron Holiday,505,6.4,1.5,1.9,0.6,0.2,0.8,0.421,0.384,0.852,16.1
1630174,Aaron Nesmith,333,9.6,3.4,1.2,0.6,0.4,0.9,0.453,0.383,0.828,22.6
1630598,Aaron Wiggins,339,8.7,3.2,1.4,0.7,0.3,0.9,0.487,0.38,0.784,20.3
1642846,Ace Bailey,72,13.8,4.2,1.8,0.8,0.7,1.5,0.443,0.344,0.75,27.6
1641737,Adem Bona,129,5.3,4.3,0.5,0.4,1.2,0.9,0.646,0.286,0.69,16.6
1642876,Adou Thiero,25,1.9,1.1,0.4,0.3,0.1,0.4,0.516,0.333,0.636,5.9
1631260,AJ Green,242,7.3,2.0,1.3,0.4,0.1,0.6,0.426,0.42,0.857,20.2
1642358,AJ Johnson,77,4.9,1.5,1.6,0.3,0.1,0.8,0.357,0.245,0.857,14.2
1630639,A.J. Lawson,107,4.9,1.9,0.6,0.3,0.1,0.4,0.439,0.339,0.661,10.6
1642349,Ajay Mitchell,93,10.8,2.8,2.9,1.0,0.2,1.2,0.487,0.356,0.863,22.2
201143,Al Horford,1183,12.7,7.7,3.2,0.8,1.1,1.4,0.507,0.376,0.764,31.2
1630828,Alex Antetokounmpo,6,3.2,1.0,0.2,0.0,0.2,0.2,0.375,0.286,0.733,3.3
1627936,Alex Caruso,473,6.8,2.9,2.7,1.3,0.5,1.1,0.438,0.365,0.762,21.8
2682,Alex Garcia,10,4.7,1.5,1.8,0.6,0.1,0.9,0.322,0.278,0.667,15.8
1642259,Alex Sarr,115,14.4,6.9,2.5,0.7,1.7,1.7,0.433,0.316,0.685,27.1
1642918,Alijah Martin,23,2.2,0.9,0.5,0.3,0.2,0.3,0.32,0.19,0.789,6.3
1631214,Alondes Williams,13,4.2,2.1,1.0,0.2,0.3,0.7,0.556,0.316,0.889,9.6
1630578,Alperen Sengun,358,16.9,8.6,4.5,1.0,0.9,2.6,0.518,0.281,0.699,29.3
1641735,Amari Bailey,10,2.3,0.9,0.7,0.3,0.0,0.4,0.333,0.125,0.857,6.4
1641708,Amen Thompson,210,14.3,7.6,4.0,1.4,0.8,2.0,0.541,0.219,0.731,31.3
1629599,Amir Coffey,369,6.2,1.8,1.1,0.4,0.1,0.5,0.457,0.382,0.834,17.5
